title_current,config,pct,ska_gap,risk_score,risk_tier
Slaughterers and Meat Packers,all_ceiling,32.66,0.19,2,low
Social Science Research Assistants,all_ceiling,68.89,1.61,6,high
"Social Work Teachers, Postsecondary",all_ceiling,80.86,-3.22,3,moderate
Social and Community Service Managers,all_ceiling,45.39,-1.79,3,moderate
Social and Human Service Assistants,all_ceiling,42.55,0.19,3,moderate
Sociologists,all_ceiling,71.20,-1.79,5,high
"Sociology Teachers, Postsecondary",all_ceiling,80.41,-2.22,5,high
Software Developers,all_ceiling,64.68,-0.45,4,moderate
Software Quality Assurance Analysts and Testers,all_ceiling,75.24,0.32,4,moderate
Soil and Plant Scientists,all_ceiling,46.80,-1.39,4,moderate
Solar Energy Installation Managers,all_ceiling,40.93,0.11,2,low
Solar Energy Systems Engineers,all_ceiling,47.45,-0.88,2,low
Solar Photovoltaic Installers,all_ceiling,38.80,-0.62,2,low
Solar Sales Representatives and Assessors,all_ceiling,78.13,1.20,5,high
Solar Thermal Installers and Technicians,all_ceiling,12.18,-0.94,1,low
Sound Engineering Technicians,all_ceiling,70.50,0.42,6,high
Spa Managers,all_ceiling,81.10,-0.06,5,high
"Special Education Teachers, Elementary School",all_ceiling,28.55,-0.85,1,low
"Special Education Teachers, Kindergarten",all_ceiling,31.79,,0,low
"Special Education Teachers, Middle School",all_ceiling,50.61,-1.06,4,moderate
"Special Education Teachers, Preschool",all_ceiling,38.54,0.56,3,moderate
"Special Education Teachers, Secondary School",all_ceiling,53.42,-0.81,3,moderate
Special Effects Artists and Animators,all_ceiling,58.54,0.83,5,high
Speech-Language Pathologists,all_ceiling,46.68,-2.82,4,moderate
Speech-Language Pathology Assistants,all_ceiling,35.01,0.53,5,high
Sports Medicine Physicians,all_ceiling,30.46,-3.25,3,moderate
Stationary Engineers and Boiler Operators,all_ceiling,35.57,0.76,3,moderate
Statistical Assistants,all_ceiling,86.25,0.45,6,high
Statisticians,all_ceiling,84.65,-3.47,4,moderate
Stockers and Order Fillers,all_ceiling,44.66,4.42,6,high
"Stone Cutters and Carvers, Manufacturing",all_ceiling,18.82,3.11,3,moderate
Stonemasons,all_ceiling,10.55,0.91,3,moderate
Structural Iron and Steel Workers,all_ceiling,12.69,-1.62,2,low
Structural Metal Fabricators and Fitters,all_ceiling,9.74,3.27,3,moderate
Substance Abuse and Behavioral Disorder Counselors,all_ceiling,44.51,-1.56,4,moderate
"Substitute Teachers, Short-Term",all_ceiling,52.79,2.68,4,moderate
Subway and Streetcar Operators,all_ceiling,30.70,-0.26,3,moderate
Supply Chain Managers,all_ceiling,62.92,-1.34,4,moderate
Surgical Assistants,all_ceiling,9.77,-0.14,2,low
Surgical Technologists,all_ceiling,12.58,1.24,2,low
Survey Researchers,all_ceiling,65.33,-1.20,5,high
Surveying and Mapping Technicians,all_ceiling,46.50,1.99,7,high
Surveyors,all_ceiling,58.70,-0.58,3,moderate
Sustainability Specialists,all_ceiling,75.53,0.75,5,high
"Switchboard Operators, Including Answering Service",all_ceiling,81.88,2.53,6,high
"Tailors, Dressmakers, and Custom Sewers",all_ceiling,17.84,2.10,2,low
Talent Directors,all_ceiling,52.22,0.84,5,high
"Tank Car, Truck, and Ship Loaders",all_ceiling,33.08,1.30,4,moderate
Tapers,all_ceiling,9.44,-3.69,1,low
"Tax Examiners and Collectors, and Revenue Agents",all_ceiling,51.23,-0.05,5,high
Tax Preparers,all_ceiling,73.45,1.38,6,high
Taxi Drivers,all_ceiling,25.77,,2,low
"Teaching Assistants, Postsecondary",all_ceiling,52.52,0.72,4,moderate
"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",all_ceiling,43.17,1.80,5,high
"Teaching Assistants, Special Education",all_ceiling,38.06,2.81,5,high
Team Assemblers,all_ceiling,23.36,2.27,3,moderate
Technical Writers,all_ceiling,85.88,-0.37,4,moderate
Telecommunications Engineering Specialists,all_ceiling,77.37,0.46,5,high
"Telecommunications Equipment Installers and Repairers, Except Line Installers",all_ceiling,42.48,-0.27,1,low
Telecommunications Line Installers and Repairers,all_ceiling,39.65,0.81,3,moderate
Telemarketers,all_ceiling,98.17,1.99,5,high
Telephone Operators,all_ceiling,71.71,2.29,6,high
Tellers,all_ceiling,71.25,3.04,6,high
Terrazzo Workers and Finishers,all_ceiling,20.46,0.25,2,low
Textile Bleaching and Dyeing Machine Operators and Tenders,all_ceiling,30.80,-0.26,1,low
"Textile Cutting Machine Setters, Operators, and Tenders",all_ceiling,25.42,0.20,2,low
"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",all_ceiling,17.35,0.81,2,low
"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",all_ceiling,20.52,-0.33,1,low
Tile and Stone Setters,all_ceiling,16.11,2.09,2,low
Timing Device Assemblers and Adjusters,all_ceiling,11.05,-0.59,2,low
Tire Builders,all_ceiling,1.99,-0.60,2,low
Tire Repairers and Changers,all_ceiling,9.18,2.66,3,moderate
"Title Examiners, Abstractors, and Searchers",all_ceiling,73.31,2.47,7,high
"Tool Grinders, Filers, and Sharpeners",all_ceiling,30.99,-0.77,2,low
Tool and Die Makers,all_ceiling,28.19,0.24,4,moderate
Tour Guides and Escorts,all_ceiling,43.85,2.53,5,high
Traffic Technicians,all_ceiling,48.49,1.68,6,high
Training and Development Managers,all_ceiling,88.25,-2.33,4,moderate
Training and Development Specialists,all_ceiling,61.26,-1.60,4,moderate
Transit and Railroad Police,all_ceiling,30.28,-0.15,1,low
Transportation Engineers,all_ceiling,61.06,-2.60,3,moderate
Transportation Inspectors,all_ceiling,32.65,0.88,2,low
Transportation Planners,all_ceiling,62.43,-1.14,4,moderate
Transportation Security Screeners,all_ceiling,51.61,0.96,4,moderate
"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",all_ceiling,21.75,0.82,3,moderate
"Transportation, Storage, and Distribution Managers",all_ceiling,39.56,-0.21,2,low
Travel Agents,all_ceiling,85.62,1.74,7,high
Travel Guides,all_ceiling,57.71,1.95,6,high
Treasurers and Controllers,all_ceiling,64.19,-3.42,4,moderate
Tree Trimmers and Pruners,all_ceiling,8.61,-0.07,2,low
Tutors,all_ceiling,77.21,0.21,7,high
"Umpires, Referees, and Other Sports Officials",all_ceiling,30.69,3.01,4,moderate
Upholsterers,all_ceiling,22.75,2.07,3,moderate
Urban and Regional Planners,all_ceiling,48.09,-1.34,3,moderate
Urologists,all_ceiling,31.25,-2.61,3,moderate
"Ushers, Lobby Attendants, and Ticket Takers",all_ceiling,52.29,3.76,6,high
Validation Engineers,all_ceiling,47.59,-0.76,2,low
Veterinarians,all_ceiling,35.79,-1.67,1,low
Veterinary Assistants and Laboratory Animal Caretakers,all_ceiling,30.73,2.18,5,high
Veterinary Technologists and Technicians,all_ceiling,30.81,0.33,4,moderate
Video Game Designers,all_ceiling,63.62,-0.40,3,moderate
Waiters and Waitresses,all_ceiling,45.07,3.25,5,high
Watch and Clock Repairers,all_ceiling,19.73,-0.01,2,low
Water Resource Specialists,all_ceiling,38.65,-1.37,1,low
Water and Wastewater Treatment Plant and System Operators,all_ceiling,16.84,0.86,4,moderate
Water/Wastewater Engineers,all_ceiling,47.81,-1.97,2,low
Weatherization Installers and Technicians,all_ceiling,31.10,1.17,4,moderate
Web Administrators,all_ceiling,82.27,0.80,5,high
Web Developers,all_ceiling,90.77,0.73,6,high
Web and Digital Interface Designers,all_ceiling,78.00,,3,moderate
"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",all_ceiling,48.16,3.33,5,high
"Welders, Cutters, Solderers, and Brazers",all_ceiling,18.65,0.29,3,moderate
"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",all_ceiling,24.64,0.95,3,moderate
Wellhead Pumpers,all_ceiling,44.38,-0.35,4,moderate
"Wholesale and Retail Buyers, Except Farm Products",all_ceiling,72.85,1.35,6,high
Wind Energy Development Managers,all_ceiling,29.04,-0.20,0,low
Wind Energy Engineers,all_ceiling,32.49,-1.32,1,low
Wind Energy Operations Managers,all_ceiling,40.39,-0.58,3,moderate
Wind Turbine Service Technicians,all_ceiling,33.26,-0.61,2,low
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",all_ceiling,29.82,-0.77,3,moderate
Word Processors and Typists,all_ceiling,90.66,1.38,5,high
Writers and Authors,all_ceiling,62.06,-0.98,4,moderate
Zoologists and Wildlife Biologists,all_ceiling,41.37,-0.38,2,low
Accountants and Auditors,human_conversation,28.09,-3.73,2,low
Actors,human_conversation,63.20,-3.11,4,moderate
Actuaries,human_conversation,41.57,-6.21,4,moderate
Acupuncturists,human_conversation,19.67,-2.77,3,moderate
Acute Care Nurses,human_conversation,29.87,-4.71,3,moderate
Adapted Physical Education Specialists,human_conversation,33.35,-3.38,3,moderate
Adhesive Bonding Machine Operators and Tenders,human_conversation,21.57,-3.26,2,low
"Administrative Law Judges, Adjudicators, and Hearing Officers",human_conversation,36.96,-5.66,3,moderate
Administrative Services Managers,human_conversation,21.21,-3.36,3,moderate
"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",human_conversation,24.89,-3.20,2,low
Advanced Practice Psychiatric Nurses,human_conversation,39.46,-5.67,4,moderate
Advertising Sales Agents,human_conversation,65.16,-3.54,5,high
Advertising and Promotions Managers,human_conversation,41.12,-4.51,5,high
Aerospace Engineering and Operations Technologists and Technicians,human_conversation,36.82,-3.42,4,moderate
Aerospace Engineers,human_conversation,26.61,-6.03,1,low
"Agents and Business Managers of Artists, Performers, and Athletes",human_conversation,47.46,-3.45,5,high
Agricultural Engineers,human_conversation,38.39,-5.36,3,moderate
Agricultural Equipment Operators,human_conversation,16.24,-1.37,2,low
Agricultural Inspectors,human_conversation,25.14,-2.28,3,moderate
"Agricultural Sciences Teachers, Postsecondary",human_conversation,64.33,-4.76,4,moderate
Agricultural Technicians,human_conversation,20.85,-1.47,3,moderate
Air Traffic Controllers,human_conversation,30.21,-5.36,3,moderate
Aircraft Cargo Handling Supervisors,human_conversation,20.85,-3.00,2,low
Aircraft Mechanics and Service Technicians,human_conversation,14.03,-4.85,2,low
Aircraft Service Attendants,human_conversation,14.25,,2,low
"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",human_conversation,11.28,-0.93,3,moderate
Airfield Operations Specialists,human_conversation,28.38,-2.88,3,moderate
"Airline Pilots, Copilots, and Flight Engineers",human_conversation,14.75,-5.88,2,low
Allergists and Immunologists,human_conversation,22.01,-4.87,4,moderate
"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",human_conversation,0.54,-1.32,3,moderate
Amusement and Recreation Attendants,human_conversation,40.93,0.07,6,high
Anesthesiologist Assistants,human_conversation,10.49,-2.87,2,low
Anesthesiologists,human_conversation,5.60,-5.15,0,low
Animal Breeders,human_conversation,47.23,-0.97,4,moderate
Animal Caretakers,human_conversation,39.56,0.17,5,high
Animal Control Workers,human_conversation,47.12,-1.57,5,high
Animal Scientists,human_conversation,38.75,-4.82,4,moderate
Animal Trainers,human_conversation,10.84,-0.57,4,moderate
Anthropologists and Archeologists,human_conversation,33.15,-5.15,4,moderate
"Anthropology and Archeology Teachers, Postsecondary",human_conversation,60.49,-6.28,5,high
Appraisers and Assessors of Real Estate,human_conversation,26.63,-1.53,3,moderate
Appraisers of Personal and Business Property,human_conversation,41.67,-1.94,3,moderate
"Arbitrators, Mediators, and Conciliators",human_conversation,35.99,-6.48,3,moderate
"Architects, Except Landscape and Naval",human_conversation,53.15,-5.15,3,moderate
Architectural and Civil Drafters,human_conversation,45.47,-2.56,6,high
Architectural and Engineering Managers,human_conversation,29.00,-5.15,2,low
"Architecture Teachers, Postsecondary",human_conversation,67.16,-4.97,4,moderate
Archivists,human_conversation,69.98,-3.62,5,high
"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",human_conversation,65.15,-3.78,4,moderate
Art Directors,human_conversation,57.44,-4.20,4,moderate
Art Therapists,human_conversation,49.14,-5.48,3,moderate
"Art, Drama, and Music Teachers, Postsecondary",human_conversation,60.40,-4.50,4,moderate
Astronomers,human_conversation,50.07,-6.71,4,moderate
Athletes and Sports Competitors,human_conversation,43.35,-1.60,6,high
Athletic Trainers,human_conversation,29.12,-3.69,3,moderate
Atmospheric and Space Scientists,human_conversation,54.80,-5.16,4,moderate
"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",human_conversation,54.94,-5.74,5,high
Audio and Video Technicians,human_conversation,24.21,-2.09,4,moderate
Audiologists,human_conversation,21.24,-5.26,2,low
Audiovisual Equipment Installers and Repairers,human_conversation,21.33,-2.24,3,moderate
Automotive Body and Related Repairers,human_conversation,11.71,-1.45,3,moderate
Automotive Engineering Technicians,human_conversation,46.02,-2.76,5,high
Automotive Engineers,human_conversation,46.10,-6.25,3,moderate
Automotive Glass Installers and Repairers,human_conversation,4.75,-1.70,3,moderate
Automotive Service Technicians and Mechanics,human_conversation,18.91,-3.52,3,moderate
Automotive and Watercraft Service Attendants,human_conversation,8.36,-2.11,3,moderate
Aviation Inspectors,human_conversation,15.13,-5.02,2,low
Avionics Technicians,human_conversation,29.42,-3.62,4,moderate
Baggage Porters and Bellhops,human_conversation,26.30,-2.14,2,low
Bailiffs,human_conversation,33.16,-1.60,3,moderate
Bakers,human_conversation,25.05,-0.49,5,high
Barbers,human_conversation,10.65,-0.14,3,moderate
Baristas,human_conversation,43.44,1.00,6,high
Bartenders,human_conversation,26.49,-0.26,5,high
Bicycle Repairers,human_conversation,25.44,-2.40,2,low
Bill and Account Collectors,human_conversation,52.28,-1.24,7,high
Billing and Posting Clerks,human_conversation,36.77,-0.98,6,high
Biochemists and Biophysicists,human_conversation,43.30,-7.61,4,moderate
Bioengineers and Biomedical Engineers,human_conversation,40.11,-6.02,3,moderate
Biofuels Processing Technicians,human_conversation,13.88,-2.99,2,low
Biofuels Production Managers,human_conversation,4.10,-3.49,0,low
Biofuels/Biodiesel Technology and Product Development Managers,human_conversation,22.85,-3.71,2,low
Bioinformatics Scientists,human_conversation,59.06,-5.99,4,moderate
Bioinformatics Technicians,human_conversation,77.29,-5.13,4,moderate
"Biological Science Teachers, Postsecondary",human_conversation,66.04,-5.36,4,moderate
Biological Technicians,human_conversation,44.99,-2.87,6,high
Biologists,human_conversation,42.12,-5.13,3,moderate
Biomass Plant Technicians,human_conversation,8.87,-1.46,2,low
Biomass Power Plant Managers,human_conversation,15.19,-4.10,0,low
Biostatisticians,human_conversation,53.31,-5.72,4,moderate
Blockchain Engineers,human_conversation,48.02,,2,low
Boilermakers,human_conversation,10.26,-2.38,3,moderate
"Bookkeeping, Accounting, and Auditing Clerks",human_conversation,59.22,-1.12,7,high
Brickmasons and Blockmasons,human_conversation,15.65,-2.05,2,low
Bridge and Lock Tenders,human_conversation,0.00,-0.95,3,moderate
Broadcast Announcers and Radio Disc Jockeys,human_conversation,42.82,-4.07,3,moderate
Broadcast Technicians,human_conversation,31.60,-2.83,6,high
Brokerage Clerks,human_conversation,64.96,-1.36,7,high
Brownfield Redevelopment Specialists and Site Managers,human_conversation,15.93,-4.23,2,low
Budget Analysts,human_conversation,53.93,-3.24,4,moderate
"Bus Drivers, School",human_conversation,14.64,-1.98,3,moderate
"Bus Drivers, Transit and Intercity",human_conversation,22.47,-2.96,2,low
Bus and Truck Mechanics and Diesel Engine Specialists,human_conversation,28.48,-3.70,1,low
Business Continuity Planners,human_conversation,48.15,-4.57,4,moderate
Business Intelligence Analysts,human_conversation,64.12,-3.39,4,moderate
"Business Teachers, Postsecondary",human_conversation,71.74,-5.09,4,moderate
Butchers and Meat Cutters,human_conversation,40.59,-0.96,4,moderate
"Buyers and Purchasing Agents, Farm Products",human_conversation,29.58,-2.36,3,moderate
Cabinetmakers and Bench Carpenters,human_conversation,23.19,-3.07,2,low
Calibration Technologists and Technicians,human_conversation,33.22,,3,moderate
"Camera Operators, Television, Video, and Film",human_conversation,27.63,-2.26,4,moderate
Camera and Photographic Equipment Repairers,human_conversation,29.58,-2.45,4,moderate
"Captains, Mates, and Pilots of Water Vessels",human_conversation,20.14,-3.21,2,low
Cardiologists,human_conversation,21.34,,1,low
Cardiovascular Technologists and Technicians,human_conversation,22.13,-2.37,4,moderate
"Career/Technical Education Teachers, Middle School",human_conversation,52.33,-2.80,5,high
"Career/Technical Education Teachers, Postsecondary",human_conversation,32.38,-2.79,5,high
"Career/Technical Education Teachers, Secondary School",human_conversation,48.20,-3.77,4,moderate
Cargo and Freight Agents,human_conversation,27.53,-0.98,5,high
Carpenters,human_conversation,10.71,-2.67,2,low
Carpet Installers,human_conversation,15.76,-1.54,3,moderate
Cartographers and Photogrammetrists,human_conversation,39.70,-2.84,5,high
Cashiers,human_conversation,42.33,1.27,6,high
Cement Masons and Concrete Finishers,human_conversation,12.55,-0.71,3,moderate
Chefs and Head Cooks,human_conversation,31.59,-3.33,5,high
Chemical Engineers,human_conversation,45.78,-6.59,3,moderate
Chemical Equipment Operators and Tenders,human_conversation,14.86,-2.88,2,low
Chemical Plant and System Operators,human_conversation,17.22,-2.82,3,moderate
Chemical Technicians,human_conversation,43.39,-2.04,5,high
"Chemistry Teachers, Postsecondary",human_conversation,56.42,-5.68,4,moderate
Chemists,human_conversation,52.71,-4.55,3,moderate
Chief Executives,human_conversation,39.22,-7.10,4,moderate
Chief Sustainability Officers,human_conversation,32.17,-4.21,3,moderate
"Child, Family, and School Social Workers",human_conversation,39.38,-4.70,3,moderate
Childcare Workers,human_conversation,34.10,0.90,6,high
Chiropractors,human_conversation,20.11,-3.99,3,moderate
Choreographers,human_conversation,49.37,-3.00,5,high
Civil Engineering Technologists and Technicians,human_conversation,32.67,-2.97,4,moderate
Civil Engineers,human_conversation,30.64,-5.95,3,moderate
"Claims Adjusters, Examiners, and Investigators",human_conversation,33.75,-3.71,3,moderate
Cleaners of Vehicles and Equipment,human_conversation,4.91,-1.09,3,moderate
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",human_conversation,11.82,-2.52,3,moderate
Clergy,human_conversation,62.64,-5.46,3,moderate
Climate Change Policy Analysts,human_conversation,43.62,-3.41,3,moderate
Clinical Data Managers,human_conversation,51.77,-3.06,4,moderate
Clinical Neuropsychologists,human_conversation,18.17,-6.87,1,low
Clinical Nurse Specialists,human_conversation,30.64,-5.73,4,moderate
Clinical Research Coordinators,human_conversation,33.47,-3.55,4,moderate
Clinical and Counseling Psychologists,human_conversation,28.86,-7.18,2,low
Coaches and Scouts,human_conversation,45.83,-4.11,5,high
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",human_conversation,10.54,-4.10,2,low
"Coil Winders, Tapers, and Finishers",human_conversation,16.19,-1.90,3,moderate
"Coin, Vending, and Amusement Machine Servicers and Repairers",human_conversation,9.65,-2.21,3,moderate
Commercial Divers,human_conversation,23.55,-3.14,2,low
Commercial Pilots,human_conversation,23.97,-4.75,3,moderate
Commercial and Industrial Designers,human_conversation,58.31,-4.32,3,moderate
"Communications Teachers, Postsecondary",human_conversation,71.62,-4.36,4,moderate
Community Health Workers,human_conversation,30.65,-3.52,4,moderate
Compensation and Benefits Managers,human_conversation,49.93,-3.65,4,moderate
"Compensation, Benefits, and Job Analysis Specialists",human_conversation,31.86,-2.79,6,high
Compliance Managers,human_conversation,41.31,-4.79,4,moderate
Compliance Officers,human_conversation,31.35,-2.60,2,low
Computer Hardware Engineers,human_conversation,44.27,-5.73,3,moderate
Computer Network Architects,human_conversation,57.05,-3.71,4,moderate
Computer Network Support Specialists,human_conversation,55.75,-2.98,3,moderate
Computer Numerically Controlled Tool Operators,human_conversation,33.16,-2.91,4,moderate
Computer Numerically Controlled Tool Programmers,human_conversation,53.08,-2.46,5,high
Computer Programmers,human_conversation,63.25,-2.51,5,high
"Computer Science Teachers, Postsecondary",human_conversation,69.59,-4.73,4,moderate
Computer Systems Analysts,human_conversation,57.53,-3.75,4,moderate
Computer Systems Engineers/Architects,human_conversation,54.50,-4.36,4,moderate
Computer User Support Specialists,human_conversation,53.79,-3.19,5,high
Computer and Information Research Scientists,human_conversation,63.59,-5.10,4,moderate
Computer and Information Systems Managers,human_conversation,54.73,-3.70,4,moderate
"Computer, Automated Teller, and Office Machine Repairers",human_conversation,36.57,-1.85,6,high
Concierges,human_conversation,57.50,-2.41,5,high
Conservation Scientists,human_conversation,14.57,-2.59,4,moderate
Construction Laborers,human_conversation,11.24,-3.54,3,moderate
Construction Managers,human_conversation,36.54,-5.26,3,moderate
Construction and Building Inspectors,human_conversation,24.32,-2.76,4,moderate
Continuous Mining Machine Operators,human_conversation,7.01,-3.72,1,low
"Control and Valve Installers and Repairers, Except Mechanical Door",human_conversation,23.67,-2.02,3,moderate
Conveyor Operators and Tenders,human_conversation,17.23,-1.81,4,moderate
"Cooks, Fast Food",human_conversation,40.84,0.78,5,high
"Cooks, Institution and Cafeteria",human_conversation,16.33,-0.66,3,moderate
"Cooks, Private Household",human_conversation,41.42,-0.84,5,high
"Cooks, Restaurant",human_conversation,46.23,0.00,5,high
"Cooks, Short Order",human_conversation,49.64,-0.16,5,high
Cooling and Freezing Equipment Operators and Tenders,human_conversation,24.18,-1.28,3,moderate
Coroners,human_conversation,32.08,-4.26,5,high
Correctional Officers and Jailers,human_conversation,16.56,-2.54,2,low
Correspondence Clerks,human_conversation,49.42,-2.13,5,high
Cost Estimators,human_conversation,54.30,-3.03,3,moderate
Costume Attendants,human_conversation,30.36,0.44,6,high
Counter and Rental Clerks,human_conversation,60.46,-0.09,6,high
Couriers and Messengers,human_conversation,22.38,0.05,4,moderate
Court Reporters and Simultaneous Captioners,human_conversation,19.41,-2.87,5,high
"Court, Municipal, and License Clerks",human_conversation,40.28,-2.51,5,high
Craft Artists,human_conversation,61.19,-0.55,5,high
Crane and Tower Operators,human_conversation,15.25,-2.48,2,low
Credit Analysts,human_conversation,44.65,-3.55,4,moderate
"Credit Authorizers, Checkers, and Clerks",human_conversation,35.11,-0.84,5,high
Credit Counselors,human_conversation,43.61,-2.47,6,high
Crematory Operators,human_conversation,15.67,,2,low
"Criminal Justice and Law Enforcement Teachers, Postsecondary",human_conversation,60.89,-5.15,4,moderate
Critical Care Nurses,human_conversation,20.10,-4.81,2,low
Crossing Guards and Flaggers,human_conversation,25.46,1.06,3,moderate
"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",human_conversation,18.72,-1.66,4,moderate
Curators,human_conversation,50.36,-3.71,4,moderate
Customer Service Representatives,human_conversation,71.00,-1.41,7,high
Customs Brokers,human_conversation,39.60,-2.56,5,high
Customs and Border Protection Officers,human_conversation,44.11,-2.82,4,moderate
"Cutters and Trimmers, Hand",human_conversation,10.93,-1.56,3,moderate
"Cutting and Slicing Machine Setters, Operators, and Tenders",human_conversation,16.59,-2.57,3,moderate
"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",human_conversation,18.57,-1.15,3,moderate
Cytogenetic Technologists,human_conversation,28.56,-2.46,4,moderate
Cytotechnologists,human_conversation,37.32,-2.36,5,high
Dancers,human_conversation,21.71,-3.74,2,low
Data Entry Keyers,human_conversation,52.01,-2.45,7,high
Data Scientists,human_conversation,46.04,,2,low
Data Warehousing Specialists,human_conversation,64.77,-1.95,5,high
Database Administrators,human_conversation,67.29,-3.24,4,moderate
Database Architects,human_conversation,53.37,-3.73,4,moderate
Demonstrators and Product Promoters,human_conversation,53.10,-0.90,5,high
Dental Assistants,human_conversation,12.50,-1.27,4,moderate
Dental Hygienists,human_conversation,6.72,-2.79,2,low
Dental Laboratory Technicians,human_conversation,10.16,-1.15,4,moderate
"Dentists, General",human_conversation,27.23,-5.14,3,moderate
Dermatologists,human_conversation,28.56,-5.04,4,moderate
"Derrick Operators, Oil and Gas",human_conversation,19.38,-2.63,3,moderate
Desktop Publishers,human_conversation,63.36,-2.52,7,high
Detectives and Criminal Investigators,human_conversation,31.20,-4.56,4,moderate
Diagnostic Medical Sonographers,human_conversation,35.79,-2.20,4,moderate
Dietetic Technicians,human_conversation,44.74,-1.82,6,high
Dietitians and Nutritionists,human_conversation,42.31,-4.53,3,moderate
Digital Forensics Analysts,human_conversation,45.34,,2,low
Dining Room and Cafeteria Attendants and Bartender Helpers,human_conversation,13.34,0.62,3,moderate
"Directors, Religious Activities and Education",human_conversation,54.69,-3.16,3,moderate
"Disc Jockeys, Except Radio",human_conversation,25.07,,2,low
Dishwashers,human_conversation,5.27,0.89,3,moderate
"Dispatchers, Except Police, Fire, and Ambulance",human_conversation,41.12,-2.76,7,high
Document Management Specialists,human_conversation,58.59,-2.57,5,high
"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",human_conversation,40.73,-1.07,5,high
Dredge Operators,human_conversation,0.00,-3.18,2,low
"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",human_conversation,16.32,-2.24,3,moderate
Driver/Sales Workers,human_conversation,16.94,-0.31,4,moderate
Drywall and Ceiling Tile Installers,human_conversation,13.34,-1.41,2,low
"Earth Drillers, Except Oil and Gas",human_conversation,5.49,-2.90,2,low
"Economics Teachers, Postsecondary",human_conversation,69.69,-5.62,4,moderate
Economists,human_conversation,57.48,-5.65,5,high
Editors,human_conversation,53.93,-3.93,5,high
"Education Administrators, Kindergarten through Secondary",human_conversation,22.43,-6.61,2,low
"Education Administrators, Postsecondary",human_conversation,40.79,-5.03,4,moderate
"Education Teachers, Postsecondary",human_conversation,70.72,-5.23,4,moderate
"Education and Childcare Administrators, Preschool and Daycare",human_conversation,27.09,-3.73,2,low
"Educational, Guidance, and Career Counselors and Advisors",human_conversation,40.04,-3.89,3,moderate
"Electric Motor, Power Tool, and Related Repairers",human_conversation,19.94,-3.09,2,low
Electrical Engineers,human_conversation,42.60,-4.59,3,moderate
Electrical Power-Line Installers and Repairers,human_conversation,20.80,-2.70,2,low
Electrical and Electronic Engineering Technologists and Technicians,human_conversation,42.53,-2.92,3,moderate
Electrical and Electronic Equipment Assemblers,human_conversation,22.51,-1.28,3,moderate
Electrical and Electronics Drafters,human_conversation,46.56,-2.48,6,high
"Electrical and Electronics Installers and Repairers, Transportation Equipment",human_conversation,26.09,-2.51,3,moderate
"Electrical and Electronics Repairers, Commercial and Industrial Equipment",human_conversation,38.29,-3.46,3,moderate
"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",human_conversation,41.62,-3.31,3,moderate
Electricians,human_conversation,38.10,-2.73,5,high
Electro-Mechanical and Mechatronics Technologists and Technicians,human_conversation,34.65,-3.38,4,moderate
Electromechanical Equipment Assemblers,human_conversation,14.80,-1.11,3,moderate
"Electronic Equipment Installers and Repairers, Motor Vehicles",human_conversation,27.41,-2.27,4,moderate
"Electronics Engineers, Except Computer",human_conversation,50.77,-5.10,3,moderate
"Elementary School Teachers, Except Special Education",human_conversation,56.49,-3.46,4,moderate
Elevator and Escalator Installers and Repairers,human_conversation,8.02,-3.26,1,low
"Eligibility Interviewers, Government Programs",human_conversation,45.25,-2.88,6,high
Embalmers,human_conversation,9.68,-1.67,4,moderate
Emergency Management Directors,human_conversation,26.92,-6.09,2,low
Emergency Medical Technicians,human_conversation,10.44,,2,low
Emergency Medicine Physicians,human_conversation,16.51,-7.46,0,low
Endoscopy Technicians,human_conversation,1.46,-1.30,3,moderate
Energy Auditors,human_conversation,28.20,-2.34,4,moderate
"Energy Engineers, Except Wind and Solar",human_conversation,34.01,-4.61,2,low
Engine and Other Machine Assemblers,human_conversation,18.72,-2.61,4,moderate
"Engineering Teachers, Postsecondary",human_conversation,71.79,-6.59,4,moderate
"English Language and Literature Teachers, Postsecondary",human_conversation,61.41,-4.71,4,moderate
"Entertainment and Recreation Managers, Except Gambling",human_conversation,39.76,-2.41,5,high
Environmental Compliance Inspectors,human_conversation,32.75,-3.70,2,low
Environmental Economists,human_conversation,42.27,-5.15,5,high
