title_current,config,pct,ska_gap,risk_score,risk_tier
"Disc Jockeys, Except Radio",agentic_ceiling,29.81,,3,moderate
Dishwashers,agentic_ceiling,0.00,1.62,3,moderate
"Dispatchers, Except Police, Fire, and Ambulance",agentic_ceiling,74.21,-1.09,7,high
Document Management Specialists,agentic_ceiling,85.01,-1.05,5,high
"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",agentic_ceiling,54.66,0.79,6,high
Dredge Operators,agentic_ceiling,10.32,-2.24,2,low
"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",agentic_ceiling,6.48,-1.27,3,moderate
Driver/Sales Workers,agentic_ceiling,47.82,0.90,5,high
Drywall and Ceiling Tile Installers,agentic_ceiling,14.34,-0.48,3,moderate
"Earth Drillers, Except Oil and Gas",agentic_ceiling,8.49,-2.01,2,low
"Economics Teachers, Postsecondary",agentic_ceiling,68.81,-4.42,4,moderate
Economists,agentic_ceiling,69.00,-4.25,5,high
Editors,agentic_ceiling,56.92,-2.36,5,high
"Education Administrators, Kindergarten through Secondary",agentic_ceiling,24.71,-5.19,2,low
"Education Administrators, Postsecondary",agentic_ceiling,30.45,-3.56,3,moderate
"Education Teachers, Postsecondary",agentic_ceiling,75.79,-4.05,4,moderate
"Education and Childcare Administrators, Preschool and Daycare",agentic_ceiling,24.92,-2.21,2,low
"Educational, Guidance, and Career Counselors and Advisors",agentic_ceiling,22.13,-2.68,2,low
"Electric Motor, Power Tool, and Related Repairers",agentic_ceiling,14.00,-2.14,2,low
Electrical Engineers,agentic_ceiling,44.17,-3.42,3,moderate
Electrical Power-Line Installers and Repairers,agentic_ceiling,9.42,-1.89,1,low
Electrical and Electronic Engineering Technologists and Technicians,agentic_ceiling,31.35,-1.69,4,moderate
Electrical and Electronic Equipment Assemblers,agentic_ceiling,25.97,-0.22,4,moderate
Electrical and Electronics Drafters,agentic_ceiling,43.59,-1.08,6,high
"Electrical and Electronics Installers and Repairers, Transportation Equipment",agentic_ceiling,23.79,-1.49,4,moderate
"Electrical and Electronics Repairers, Commercial and Industrial Equipment",agentic_ceiling,35.79,-2.45,3,moderate
"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",agentic_ceiling,32.48,-2.37,4,moderate
Electricians,agentic_ceiling,22.14,-1.88,3,moderate
Electro-Mechanical and Mechatronics Technologists and Technicians,agentic_ceiling,24.14,-2.41,3,moderate
Electromechanical Equipment Assemblers,agentic_ceiling,14.07,-0.06,4,moderate
"Electronic Equipment Installers and Repairers, Motor Vehicles",agentic_ceiling,26.68,-1.36,4,moderate
"Electronics Engineers, Except Computer",agentic_ceiling,50.66,-4.07,3,moderate
"Elementary School Teachers, Except Special Education",agentic_ceiling,44.52,-2.17,4,moderate
Elevator and Escalator Installers and Repairers,agentic_ceiling,13.04,-2.28,1,low
"Eligibility Interviewers, Government Programs",agentic_ceiling,61.24,-1.33,6,high
Embalmers,agentic_ceiling,7.49,-0.56,4,moderate
Emergency Management Directors,agentic_ceiling,21.71,-4.49,2,low
Emergency Medical Technicians,agentic_ceiling,6.41,,2,low
Emergency Medicine Physicians,agentic_ceiling,15.40,-6.49,1,low
Endoscopy Technicians,agentic_ceiling,1.49,-0.11,3,moderate
Energy Auditors,agentic_ceiling,36.75,-1.10,5,high
"Energy Engineers, Except Wind and Solar",agentic_ceiling,31.54,-3.32,2,low
Engine and Other Machine Assemblers,agentic_ceiling,9.61,-1.62,3,moderate
"Engineering Teachers, Postsecondary",agentic_ceiling,61.28,-5.49,4,moderate
"English Language and Literature Teachers, Postsecondary",agentic_ceiling,70.75,-3.51,4,moderate
"Entertainment and Recreation Managers, Except Gambling",agentic_ceiling,46.22,-0.97,6,high
Environmental Compliance Inspectors,agentic_ceiling,33.25,-2.39,2,low
Environmental Economists,agentic_ceiling,37.21,-3.76,5,high
Environmental Engineering Technologists and Technicians,agentic_ceiling,36.75,-1.70,4,moderate
Environmental Engineers,agentic_ceiling,19.01,-3.81,2,low
Environmental Restoration Planners,agentic_ceiling,6.67,-2.74,2,low
"Environmental Science Teachers, Postsecondary",agentic_ceiling,62.31,-3.52,4,moderate
"Environmental Science and Protection Technicians, Including Health",agentic_ceiling,22.48,-0.94,3,moderate
"Environmental Scientists and Specialists, Including Health",agentic_ceiling,40.09,-2.02,4,moderate
Epidemiologists,agentic_ceiling,28.29,-4.81,4,moderate
Equal Opportunity Representatives and Officers,agentic_ceiling,26.85,-3.18,3,moderate
Etchers and Engravers,agentic_ceiling,18.50,-0.43,3,moderate
"Excavating and Loading Machine and Dragline Operators, Surface Mining",agentic_ceiling,0.98,-2.79,2,low
Executive Secretaries and Executive Administrative Assistants,agentic_ceiling,83.07,-1.11,6,high
Exercise Physiologists,agentic_ceiling,48.24,-2.43,4,moderate
Exercise Trainers and Group Fitness Instructors,agentic_ceiling,12.99,-1.50,4,moderate
"Explosives Workers, Ordnance Handling Experts, and Blasters",agentic_ceiling,11.02,-2.28,2,low
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",agentic_ceiling,8.04,-1.13,3,moderate
"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",agentic_ceiling,18.18,-0.27,3,moderate
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",agentic_ceiling,15.39,-1.21,3,moderate
Fabric and Apparel Patternmakers,agentic_ceiling,32.55,-0.95,4,moderate
Facilities Managers,agentic_ceiling,37.37,-1.37,6,high
Fallers,agentic_ceiling,2.23,-2.91,1,low
Family Medicine Physicians,agentic_ceiling,11.05,-5.08,2,low
"Family and Consumer Sciences Teachers, Postsecondary",agentic_ceiling,31.00,-2.13,3,moderate
Farm Equipment Mechanics and Service Technicians,agentic_ceiling,14.01,-2.75,2,low
Farm Labor Contractors,agentic_ceiling,21.42,0.42,3,moderate
Farm and Home Management Educators,agentic_ceiling,33.33,-3.26,3,moderate
"Farmers, Ranchers, and Other Agricultural Managers",agentic_ceiling,14.74,-2.05,2,low
"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",agentic_ceiling,8.45,-2.09,1,low
"Farmworkers, Farm, Ranch, and Aquacultural Animals",agentic_ceiling,3.55,0.15,3,moderate
Fashion Designers,agentic_ceiling,44.08,-0.69,7,high
Fast Food and Counter Workers,agentic_ceiling,15.75,2.74,3,moderate
Fence Erectors,agentic_ceiling,3.06,-0.27,3,moderate
Fiberglass Laminators and Fabricators,agentic_ceiling,0.00,0.06,3,moderate
File Clerks,agentic_ceiling,69.35,0.56,4,moderate
Film and Video Editors,agentic_ceiling,71.61,-0.94,6,high
Financial Examiners,agentic_ceiling,23.46,-3.02,3,moderate
Financial Managers,agentic_ceiling,49.83,-3.07,4,moderate
Financial Quantitative Analysts,agentic_ceiling,81.98,-3.85,4,moderate
Financial Risk Specialists,agentic_ceiling,59.78,,2,low
Financial and Investment Analysts,agentic_ceiling,55.50,,3,moderate
"Fine Artists, Including Painters, Sculptors, and Illustrators",agentic_ceiling,63.28,-0.21,7,high
Fire Inspectors and Investigators,agentic_ceiling,15.76,-2.72,3,moderate
Fire-Prevention and Protection Engineers,agentic_ceiling,16.01,-4.40,1,low
Firefighters,agentic_ceiling,5.76,-3.47,2,low
First-Line Supervisors of Construction Trades and Extraction Workers,agentic_ceiling,52.85,-1.29,5,high
First-Line Supervisors of Correctional Officers,agentic_ceiling,23.01,-2.81,2,low
"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",agentic_ceiling,29.88,,3,moderate
"First-Line Supervisors of Farming, Fishing, and Forestry Workers",agentic_ceiling,14.62,-0.87,4,moderate
First-Line Supervisors of Firefighting and Prevention Workers,agentic_ceiling,16.15,-3.05,2,low
First-Line Supervisors of Food Preparation and Serving Workers,agentic_ceiling,39.90,0.27,7,high
First-Line Supervisors of Gambling Services Workers,agentic_ceiling,21.89,-0.60,4,moderate
"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",agentic_ceiling,33.29,0.01,5,high
First-Line Supervisors of Housekeeping and Janitorial Workers,agentic_ceiling,37.23,0.39,6,high
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",agentic_ceiling,29.14,-1.19,3,moderate
First-Line Supervisors of Material-Moving Machine and Vehicle Operators,agentic_ceiling,22.90,-2.20,5,high
"First-Line Supervisors of Mechanics, Installers, and Repairers",agentic_ceiling,33.61,-2.03,4,moderate
First-Line Supervisors of Non-Retail Sales Workers,agentic_ceiling,70.41,-1.29,5,high
First-Line Supervisors of Office and Administrative Support Workers,agentic_ceiling,63.96,-1.58,6,high
First-Line Supervisors of Passenger Attendants,agentic_ceiling,13.51,,2,low
First-Line Supervisors of Personal Service Workers,agentic_ceiling,34.58,-1.78,5,high
First-Line Supervisors of Police and Detectives,agentic_ceiling,25.92,-3.74,3,moderate
First-Line Supervisors of Production and Operating Workers,agentic_ceiling,26.86,-1.02,3,moderate
First-Line Supervisors of Retail Sales Workers,agentic_ceiling,69.39,-0.18,7,high
First-Line Supervisors of Security Workers,agentic_ceiling,37.49,-3.18,5,high
